FPNet,cross-layer feature channel association (CLFCA),"The process of grouping and re-weighting specific channels from multiple depths such that those consistently signaling the object are amplified, while inconsistent channels are suppressed before final fusion.",Correlating channel 12 from layer C3 with channel 48 from C5 and boosting them jointly when both detect a hidden bird.,
FPNet,cross-layer fusion,The process of merging feature maps across different depths. Critical in FPNet’s second stage to integrate semantic and boundary cues.,Concatenating ResNet C3 and C5 maps before a 1×1 conv to fuse textures with semantics,
FPNet,cross-validation,A statistical method where models are trained and validated on multiple fold splits. It assesses stability and variance when dataset size permits.,Running 5-fold cross-validation on a subset of COD10K to gauge FPNet’s performance consistency.,
RFB,daisy-shaped receptive field,"A spatial pattern of sampled RF points resembling petals around a center, emerging when combining multi-dilated branches.","Fig. 2 illustrates petals at offsets {±1,±3,±5} pixels forming a daisy shape.",
FPNet,data augmentation,"The process of generating varied training samples by applying transformations (e.g., flips, rotations). Augmentation improves model robustness to real-world variations and reduces overfitting when original datasets are limited.",Randomly rotating and flipping wildlife images during FPNet training.,
RFB,data augmentation,"Applying random transformations (flip, crop, scale, color jitter) to increase training data diversity.",SSD pipeline randomly crops patches ranging 0.3–1.0 of original image.,
SINet,data augmentation,"On-the-fly image transformations (e.g., flips, rotations, scaling) applied during training to increase data diversity and robustness.","SINet randomly flips each training image horizontally and scales it by [0.8,1.2], exposing the network to varied camouflaged object orientations.",
FPNet,data loader,"A software component that handles efficient data reading, augmentation, and batching for training.",Implementing PyTorch’s DataLoader with 4 worker threads to feed FPNet without I/O stalls.,
SINet,data split (train/test),The organization of datasets into disjoint subsets for model fitting and evaluation; SINet uses 6K images for training and 4K for testing in COD10K.,The README instructs copying COD10K‐train into ./Dataset/TrainDataset/ and COD10K‐test+others into ./Dataset/TestDataset/ for proper experiment setup.,
FPNet,data split protocol,"The specific allocation of images into training, validation, and test sets. Consistency in splits avoids overfitting and enables reproducible results.",Using CHAMELEON’s 70/30 train/test division when evaluating FPNet’s generalization.,
PVT,dataset-level pre-training,"Initial training on a large dataset (e.g., ImageNet) before fine-tuning on downstream tasks, allowing the backbone to learn generic visual features.",PVT backbones are pre-trained on ImageNet-1K classification then fine-tuned for COCO detection and ADE20K segmentation.,
SINet,decoder,"A subnetwork that transforms compact, low‐resolution feature representations back into high‐resolution predictions, often incorporating upsampling and skip connections.","SINet’s Partial Decoder Component acts as a lightweight decoder, reconstructing pixel‐level segmentation masks from fused multi‐scale features.",
FPNet,decoder bottleneck,A narrowed layer in the decoder path that processes compressed features before upsampling.,Applying a 1×1 conv to 256 channels in the final decoder stage to refine mask details.,
PVT,decoder query,"Same as query embedding; the input to each decoder layer’s cross-attention, dictating how the decoder attends to encoder features.","At decoder layer 2, query number 17 attends to Stage 4’s 7×7 tokens to refine the bounding box for object 17.",
RFB,deconvolution,Transposed convolution used to upsample feature maps by learned filters.,DSSD upsamples a 7×7 map to 14×14 via a 4×4 deconvolution with stride=2.,
RFB,default box,A pre-defined anchor box with specific size and aspect ratio placed at each spatial location of a feature map.,"On the 38×38 map of SSD300, a 30×30 px (1:1) default box is centered at cell (10,10).",
RFB,default-box matching,The process of pairing each default (anchor) box on feature maps with ground-truth boxes based on IoU criteria to generate positive and negative training samples.,"On conv4_3’s 38×38 map, SSD matches each of the 4 anchors per cell to VOC objects using IoU ≥ 0.5.",
RFB,deformable convolutional network (DCN),"A CNN that learns spatial offsets for each kernel tap, allowing adaptive RF shapes per object.","DCN might shift a 3×3 grid by offsets {±0.5,±1.2} pixels per position.",
PVT,dense anchor,"A grid of pre-defined bounding boxes at multiple scales and aspect ratios, used by many CNN-based detectors to propose candidate objects.",RetinaNet relies on dense anchors at each spatial location; PVT+RetinaNet inherits the same anchor scheme when used as the backbone.,
PVT,dense partitions,"Dividing an image into very small, non-overlapping patches (e.g., 4×4 pixels) so that high-resolution features are preserved for dense prediction.","PVT uses dense partitions of 4×4 pixels at Stage 1, yielding 56×56 tokens that retain fine spatial details for segmentation.",
PVT,dense prediction,"Tasks that require per-pixel or per-region outputs (e.g., segmentation, detection). These tasks need high-resolution, multi-scale representations rather than single‐label outputs.","Using PVT for semantic segmentation on ADE20K, the model predicts a class label for each pixel, leveraging its high-res feature maps.",
SAM,DenseNet,"A network where each layer concatenates all preceding feature maps, improving gradient flow and parameter efficiency.",DenseNet-121 has four dense blocks and three transition layers.,
SAM,depth,The number of layers or blocks in a network. Increasing depth can improve representation at the risk of vanishing gradients.,ResNet-152 has greater depth (152 layers) than ResNet-50.,
FPNet,depth map,"A per-pixel representation of distance from camera to scene. Though not used in this COD work, depth maps are common in RGB-D saliency and segmentation tasks to aid localization.",Leveraging Kinect’s depth output to segment a camo diver in underwater footage.,
Octave Convolution,depth-wise convolution,"A special group convolution where the number of groups equals the number of channels, i.e., each channel is convolved independently.","In MobileNetV1, a depth-wise 3×3 conv processes each channel separately, followed by a 1×1 “pointwise” conv to recombine channels.",
FPNet,depthwise separable convolution,"A factorized convolution that splits standard convolution into depthwise and pointwise steps. This reduces parameter count and computation while retaining representational power, enabling lightweight and efficient network designs.",Replacing a 3×3 conv with depthwise + 1×1 conv in a mobile-optimized encoder.,
FPNet,detail-preserving fine localization,"The second stage in FPNet that refines the coarse mask boundaries. It employs a Correction Fusion Module to merge high-level prior corrections with shallow high-resolution features, yielding the final, sharply delineated object mask.",Sharpening the edges of a rough turtle silhouette mask by fusing early CNN features.,
RFB,detection head,The subnet attached to each feature map that outputs class confidences and box offsets for its default boxes.,Each head on conv4_3 predicts 4 localization values and 21 class scores per default box.,
PVT,detection head,"A prediction module that outputs object bounding boxes and class probabilities from backbone features—can be anchor-based (e.g., RetinaNet) or anchor-free (e.g., FCOS).",PVT+RetinaNet attaches a detection head that consumes the 28×28 tokens from Stage 2 and predicts 9 anchors per location.,
SAM,detection task,Identifying and localizing multiple objects in an image with bounding boxes and class labels. CBAM-enhanced backbones boost detection performance.,Faster R-CNN with a CBAM-ResNet-50 backbone yields 40.2 mAP on COCO.,
RFB,detector architecture,"The overall design specifying backbone, neck (e.g. RFB), heads, and post-processing steps.","Fig. 3 shows RFB Net with VGG16 backbone, three RFB modules, and SSD heads.",
FPNet,Dice loss,"A region-based loss derived from the Dice coefficient, emphasizing overlap between prediction and ground truth. It is robust to class imbalance by directly optimizing the similarity of binary masks rather than individual pixel errors.",Optimizing the overlap score when segmenting camouflaged liver tumors in CT scans.,
FPNet,dilated convolution,"A convolution operation that inserts “holes” between kernel elements to enlarge the receptive field without increasing parameters. It captures broader context while preserving resolution, which can aid detection in low-contrast scenarios.",Using a 3×3 dilated conv with rate=2 to capture global tree canopy context around a camo bird.,
SINet,dilated convolution / dilation rate,A convolution operation where kernel elements are spaced apart (dilated) by a specified rate. This increases the effective receptive field—allowing the network to aggregate information over a larger region—without adding parameters or down‐sampling spatial resolution.,"A 3×3 filter with dilation 2 “sees” a 5×5 region; SINet uses rates {1, 4, 7} in different RF branches to jointly gather details and broad context around camouflaged targets.",
FPNet,dilation,"The inverse morphological operation to erosion, expanding foreground regions by adding pixels to object boundaries. It fills small holes in masks.",Dilating the eroded frog mask to restore its approximate shape after noise removal.,
RFB,dilation rate,"A parameter in dilated convolutions that spaces out kernel elements by inserting zeros, effectively enlarging the RF without adding weight.",A dilation rate of 2 on a 3×3 kernel yields an RF spanning a 5×5 neighborhood.,
FPNet,discrete cosine transform (DCT),"A variant of Fourier for real-valued signals widely used in image/video compression. Often used in frequency-guided vision, though FPNet uses octave convolution instead.",Using DCT coefficients in JPEG to highlight block artefacts around a hidden object.,
FPNet,domain shift,"Mismatch between training and testing data distributions (e.g., daylight vs. night scenes).",Training FPNet on daytime camouflage images and testing on dusk scenes to assess robustness.,
PVT,dot-product attention,"The core operation in self-attention: each query vector is compared against all key vectors via a dot product, producing similarity scores used to weight value vectors.","In Stage 3 of PVT, for 196 tokens, PVT computes a 196×196 matrix of query–key dot products in each head.",
FPNet,down-sampling,"The process of reducing spatial resolution, usually via pooling or strided convolution. It increases feature abstraction and receptive field but risks losing detail that is critical for tasks requiring precise boundary delineation.",Striding a 3×3 convolution by 2 to halve the height and width of feature maps.,
Octave Convolution,down-sampling,"The process of reducing a tensor’s spatial resolution, typically by pooling or strided convolution.",Applying a 2×2 max-pool with stride 2 to a 224×224 feature map yields a 112×112 map.,
PVT,downsampling,"Reducing the spatial resolution of features—via strided pooling, strided convolution, or patch merging—to enlarge receptive field and lower token count.",PVT uses strided patch merging that concatenates each non-overlapping 2×2 neighborhood of tokens and projects them to a lower token count for the next stage.,
RFB,downsampling,Reducing spatial resolution via pooling or strided convolution to enlarge RF.,A 3×3 conv with stride=2 halves both height and width of the feature map.,
SINet,downsampling,"The process of reducing spatial resolution, often via pooling or strided convolution. In SINet, GT masks are downsampled to match the low-res search map for supervision.","The 256×256 binary GT mask of a camouflaged crab is max-pooled to 16×16, producing a coarse search target that guides the Search stage’s 16×16 output.",
PVT,downsampling block,A stage transition module combining patch merging and projection to reduce spatial resolution and prepare the sequence for deeper layers.,The block from Stage 2 to Stage 3 in PVT halves token count from 28×28 to 14×14 and increases embedding dims from 128 to 320.,
PVT,DropPath,"Also known as stochastic depth, this regularization technique randomly drops entire residual branches during training. It encourages the model to learn more robust representations and reduces overfitting.","PVT uses DropPath with a rate of 0.1, randomly skipping some Transformer blocks on each training step.",
RFB,DSSD (deconvolutional SSD),An SSD variant that adds deconvolutional upsampling and skip connections to improve small-object detection.,"DSSD513 uses ResNet-101 and deconv layers, achieving 33.2 mAP at 13 FPS.",
FPNet,E-measure,A metric combining local pixel and global region metrics to evaluate structural similarity between prediction and ground truth.,Scoring an Eξ of 0.90 that reflects both accurate edges and region shapes.,
FPNet,early stopping,"Halting training when validation performance plateaus for a set number of epochs, preventing overfitting and saving compute resources.",Stopping training if validation MAE does not improve for 10 consecutive epochs.,
FPNet,early stopping,Automatically halting training when validation performance stops improving to prevent overfitting.,Stopping FPNet training after 10 epochs without validation loss decrease.,
RFB,eccentricity,"The distance from the center of gaze (fovea) to a sampling point in visual field coordinates. In RFB, dilation rates simulate increased eccentricity.",A dilation rate of 3 in a 3×3 convolution samples neighbors at 3 pixels away from the center.,
RFB,eccentricity ratio,"The ratio of RF size to its distance from RF center, controlling emphasis on center vs. periphery.","In RFB, size=5, dilation=3 gives eccentricity ratio=5/3≈1.67.",
SINet,edge texture,Local image patterns at object boundaries combining gradient orientation and intensity changes. Edge textures signal where foreground and background regions meet.,"In the Search Attention module, channels that respond to edge textures (e.g., wing outlines against leaf veins) receive higher weights, sharpening the coarse attention map.",
FPNet,element-wise multiplication (⊗),"A binary tensor operation that multiplies corresponding elements from two feature maps. In COD, it’s often used to fuse spatial priors (coarse masks) with feature activations.",Multiplying the coarse mask by deep features to focus refinement on likely object regions.,
SAM,element-wise multiplication (⊗),The operation that multiplies two tensors of the same shape by multiplying corresponding elements. CBAM uses it to apply attention maps to feature maps.,Multiplying a 512×7×7 attention map element-wise with a 512×7×7 feature map.,
SINet,element‐wise multiplication,"A fusion operation that multiplies corresponding elements of two equally sized tensors, enabling gating and feature modulation.","In the identification stage, SINet multiplies the upsampled search map with the RF‐processed C3 features, allowing the coarse attention to selectively gate relevant fine‐grained information.",
SINet,element‐wise summation,"Adding corresponding elements of two equally sized tensors, a lightweight fusion that combines information without increasing channel count.","The Partial Decoder Component sums upsampled features from C5 and C4, merging coarse semantic cues with mid‐level detail maps to reconstruct high‐fidelity segmentation masks efficiently.",
PVT,embedding dimension,"The size of each token vector after patch embedding, which remains constant across MHSA and FFN sublayers.","PVT-Base uses an embedding dimension of 768, so each patch embedding is a 768-element vector.",
PVT,embedding normalization,"The application of layer normalization to token embeddings, stabilizing training by normalizing feature distributions across channels. Normalization improves numerical stability and speeds up convergence.",PVT applies layer normalization to each token embedding before feeding it into both the MHSA and FFN sublayers.,
PVT,embedding projection,A linear transformation that maps each flattened patch vector into a fixed-length token embedding. It learns a matrix of weights to convert raw pixel data into the Transformer’s feature space.,PVT uses a 48×64 projection matrix to turn each 48-dim flattened patch into a 64-dim token at the first stage.,
FPNet,encoder bottleneck,"The deepest, most compressed layer in the encoder path, capturing global context.",Taking the 1/32-scale ResNet output as the encoder bottleneck before coarse FPNet localization.,
FPNet,encoder-decoder architecture,"A two-part design where an encoder progressively reduces spatial dimensions to extract semantics, and a decoder upsamples to recover spatial resolution for tasks like segmentation. Skip connections often link encoder and decoder layers to preserve fine details.",U-Net’s down-up structure used to segment medical scans by reusing encoder details in the decoder.,
FPNet,encoder-decoder architecture,"A two-part design where the encoder compresses spatial information into high-level features and the decoder reconstructs spatial resolution, often with skip connections to preserve detail.",Using a U-Net backbone where downsampling and upsampling paths connect via skip links.,
SAM,encoder-decoder style attention module,An attention design that first encodes features to a lower resolution and then decodes to generate attention masks.,The Residual Attention Network uses encoder-decoder masks for spatial attention.,
PVT,encoder–decoder architecture,"A network pattern with an “encoder” (backbone) that extracts features and a “decoder” (task head) that generates final predictions, often via cross-attention in Transformers.","PVT serves as the encoder; when paired with DETR, the Transformer decoder acts as the detection head via cross-attention.",
FPNet,end-to-end learning,"A strategy where all parts of a model are trained jointly from raw input to final output. It obviates the need for manual feature design or separate module optimization, allowing gradients to propagate through every component for unified performance gains.",Training FPNet from input images directly through both its coarse and fine stages in one optimization run.,
SAM,end-to-end trainable,The ability to learn all module parameters jointly with the base network via backpropagation. CBAM is fully differentiable.,"On ImageNet, CBAM-augmented networks learn both convolution and attention weights simultaneously.",
PVT,end-to-end training,"Optimizing all components of a model jointly from input to final loss, without separate stage-wise training or manual heuristics.","The PVT+DETR pipeline is trained end-to-end, from raw images and query embeddings all the way to bounding-box/loss predictions, without anchor/RPN pre-training.",
SINet,end‐to‐end learning,"Training all network components jointly in a unified pipeline, enabling feature extractors and task‐specific modules to co‐adapt for optimal performance.","SINet’s backbone, RF module, SA, and PDC are optimized together via backpropagation on the COD10K dataset, learning to detect and segment camouflaged objects in one cohesive process",
SINet,enhanced-alignment measure (Eξ),A perceptual measure assessing global and local similarity by aligning binary maps with GT before comparison. Eξ emphasizes meaningful structural matches and penalizes misaligned predictions.,"After thresholding, SINet’s camo mask vs. GT yields Eξ=0.765, showing strong alignment of concealed snake contours.",
SINet,Enhancedmeasure,A MATLAB routine that implements the E-measure (Eξ) by aligning and summing over all pixels.,"Using Enhancedmeasure(pred,gt) outputs Eξ=0.772, highlighting SINet’s alignment quality on a moss‐covered salamander image.",
FPNet,epoch,One full pass through the entire training dataset.,Training FPNet for 60 epochs to ensure convergence on COD10K.,
RFB,epoch,"One full pass through the entire training dataset. During an epoch, the model sees every training sample exactly once and updates its weights multiple times.",Training RFBNet on Pascal VOC for 240 epochs means processing all ~21 000 images 240 times.,
SINet,epoch,One full pass through the entire training dataset. Multiple epochs allow the model to iteratively refine its parameters.,"Training SINet for 40 epochs over COD10K yields diminishing returns after epoch 30, indicating convergence.",
FPNet,erosion,A morphological operation that shrinks foreground regions by eroding boundary pixels. It is useful for detaching weakly connected mask components.,Eroding small false-positive specks in a bird’s camo mask to isolate the main silhouette.,
SINet,evaluation toolbox,"A collection of MATLAB scripts (Fmeasure_calu, original_WFb, Enhancedmeasure, S_object, S_region, StructureMeasure) to benchmark COD models under uniform metrics.","After training SINet, users run main.m in the EvaluationTool folder to generate all metric scores on the COD10K‐test set.",
SAM,excitation operation,The transformation of a squeezed vector through an MLP to generate gating weights (channel attention).,Passing the 512-vector through W₀→ReLU→W₁→σ to excite channels.,
FPNet,expectation-maximization (EM),"An iterative statistical algorithm for estimating latent parameters in models with incomplete data. In vision, EM can segment regions by alternating between estimating class labels (E-step) and updating Gaussian or mixture parameters (M-step).",Segmenting foreground animals by fitting a two-component Gaussian model on pixel intensities.,
SAM,F ∈ R^{C×H×W},"Mathematical notation denoting an input feature map tensor with C channels, height H, and width W.",F ∈ R^{256×14×14} describes a mid-level ResNet activation.,
SINet,F-measure (Fβ),A harmonic‐mean metric combining precision (P) and recall (R) as (1+β²)·P·R / (β²·P+R). β>1 weights recall more heavily; β<1 weights precision. It evaluates segmentation quality in a single score.,"With P=0.92, R=0.85, and β=1, the F₁ score =2·0.92·0.85/(0.92+0.85) ≈ 0.88.",
SAM,f^{7×7} convolution,Notation for a convolutional layer with a 7×7 kernel used in CBAM’s spatial attention.,f^{7×7}([F_avg; F_max]) denotes spatial attention’s conv operation.,
RFB,fc7 (converted),"The original VGG16 fully connected layer “fc7” converted into a 1×1 convolution (conv7), producing a 19×19×1024 feature map used for medium-sized object detection in SSD and RFB Net.",SSD’s conv7 (from fc7) detects objects in the ~60×60–105×105 px range on a 300×300 image.,
SINet,feature aggregation,"The process of combining feature maps from different network depths or branches to enrich representations with multi‐scale and multi‐context information. Aggregation can occur via summation, concatenation, or more complex fusion strategies.","In the Partial Decoder Component, SINet aggregates high‐level attention maps from C5 and detailed mid‐level features from C4 by upsampling both to the same size and summing them to form a refined prediction map.",
FPNet,feature alignment,"Adjusting feature maps from different network stages or modalities to a common spatial resolution and distribution, ensuring consistent fusion.",Upsampling a 1/16-scale feature map to match a 1/8-scale map before addition.,
RFB,feature channel,An individual slice of the channel dimension representing one filter’s activation map.,Channel 23 of conv1_1 often detects horizontal edges.,
SINet,feature channel,"One of the parallel “slices” along the channel dimension of a tensor, each representing a distinct learned filter response. The number of channels reflects a layer’s capacity to encode diverse patterns.","C5 typically has 2,048 feature channels; SA computes a 1×1×2048 descriptor via GAP to assess each channel’s relevance for camouflage detection.",
FPNet,feature decomposition,Splitting a feature map into constituent parts—such as semantic vs. spectral or high-freq vs. low-freq—so each can be processed and fused selectively in network modules.,Separating channel activations into texture maps and contour maps before fusion.,
SAM,feature detector,A convolutional filter whose activation indicates detection of a specific pattern or attribute in the input.,A Gabor-like filter in conv1 responds to horizontal edges.,
RFB,feature discriminability,The ability of extracted features to distinguish between different object categories or patterns.,"Adding RFB increased mAP on small objects by 4 points, showing better discriminability.",
RFB,feature extraction,The process of computing hierarchical representations from input images via CNN layers.,VGG16’s first five conv blocks extract edges→textures→parts→objects.,
SINet,feature extraction,"The process of transforming raw input (e.g., an image) into a set of descriptive features (e.g., edges, textures, semantics) via learned filters in convolutional layers.","ResNet-50’s early layers extract low-level edge and texture features, which SINet’s RF module then refines for camouflaged object localization.",
FPNet,feature fusion,"Combining multiple feature sources—such as RGB, frequency, coarse mask, and shallow details—via concatenation or weighted sum to produce richer representations.",Concatenating coarse mask and deep semantic map before a 1×1 conv fusion layer.,
SINet,feature fusion,"Combining multiple feature maps—across scales, depths, or branches—into a unified representation, enhancing the network’s descriptive capacity. Fusion strategies include concatenation, summation, and attention‐based weighting.",SINet fuses C5 attention outputs and C4 detail features in PDC to leverage both global localization and boundary precision for segmenting camouflaged objects.,
FPNet,feature hierarchy,Layered organization of representations from low-level details to high-level semantics. Effective COD leverages cues across this pyramid in both frequency and RGB domains.,Fusing ResNet C2 edges with C5 semantics to locate a camouflaged bird.,
PVT,feature map,A 2D grid of activation vectors (tokens) representing learned features at a particular spatial resolution.,"After Stage 2, PVT outputs a feature map of size 28×28 tokens, each with a 128-dim embedding.",
RFB,feature map,A two-dimensional array of activations produced by convolving an image (or previous map) with a set of filters. Each channel encodes responses to a particular learned pattern.,conv4_3 output in SSD300 is a 38×38×512 tensor used for detecting small objects.,
SAM,feature map,A three-dimensional array (channels×height×width) of activations produced by convolutional filters applied over an input. CBAM refines these maps to improve downstream accuracy.,"In VGG16, the output of conv3_3 is a feature map of shape 256×56×56.",
Octave Convolution,feature map,"A 3-D tensor output by a convolutional layer, with dimensions corresponding to channels, height, and width. Each element encodes local responses over a spatial window.","After a 3×3 convolution on a 224×224 RGB image, you might get 64 feature maps of size 224×224.",
SINet,"feature map (C3, C4, C5)","Intermediate tensor outputs of the backbone, where C3, C4, C5 denote the feature maps from the 3rd, 4th, and 5th stages respectively. They differ in spatial resolution and feature abstraction level, enabling both fine‐detail and context modeling.",C5 (the deepest map) captures broad object‐level semantics—useful for rough localization—while C3 preserves fine textures needed for boundary refinement in the Identification stage.,
FPNet,feature map resolution,"Spatial dimensions (height×width) of intermediate feature maps, affecting granularity of predictions.",Using a 64×64 feature map for the coarse mask before upsampling to the original 512×512 grid.,
FPNet,feature map scale,"Downsampling factor relative to the input size (e.g., 1/8, 1/16), indicating level in the semantic hierarchy.","Processing 1/16-scale tokens in the transformer for global context, then fusing with 1/4-scale edges.",
FPNet,feature projection,"A 1×1 convolution or linear layer aligning channel dimensions when fusing streams. It enables seamless merging of RGB, frequency, and prior mask features.",Projecting a concatenated 512-ch frequency+RGB map down to 256 channels before fusion.,
FPNet,feature pyramid network (FPN),"A multi-scale feature extraction backbone that builds a top-down pathway with lateral connections. FPN combines high-level semantics with fine spatial resolution, improving detection across object sizes.","Attaching an FPN atop ResNet to provide 1/8, 1/16, and 1/32 resolution features for FPNet’s stage 1.",
RFB,feature pyramid network (FPN),"A top-down pathway that merges high-level semantic feature maps with lower-level, higher-resolution maps to build a feature pyramid.","FPN fuses conv5_3 features (7×7) with conv4_3 (14×14), conv3_3 (28×28), etc.",
PVT,feature pyramid network (FPN),"A multi-scale feature aggregation module that fuses backbone maps from different resolutions via lateral and top-down connections, yielding rich multi-scale outputs for detection/segmentation.",PVT+FPN takes PVT’s four outputs (56×56→7×7) and fuses them into a unified feature pyramid for RetinaNet.,
FPNet,feature redundancy reduction,"Process by which octave convolution trims duplicate information in adjacent high- and low-frequency channels, lowering computation and focusing on salient differences.",Halving channel count in low-freq stream to remove overlapping smooth gradient data.,
SAM,feature refinement,The process of improving raw feature representations by emphasizing relevant signals and attenuating noise via attention.,CBAM refines conv block outputs to better localize objects.,
RFB,feature robustness,The resilience of feature activations to image perturbations like noise or slight translations.,RFB’s high-eccentricity branch reduced localization jitter under random translations.,
PVT,feature stride,"The effective downsampling ratio between input pixels and output tokens (e.g., stride = 4 means each token covers a 4×4 pixel region).","PVT’s Stage 2 feature stride is 8, so each of the 28×28 tokens aggregates an 8×8 pixel patch from the original image.",
SAM,feed-forward convolutional neural network,A class of CNNs where data flows in one direction—from input through successive convolutional (and other) layers to the output—without recurrent loops. CBAM is designed to integrate seamlessly into such architectures.,"Standard ResNet, VGGNet, and DenseNet are feed-forward CNNs processing images in a forward pass only.",
FPNet,feed-forward network (FFN),A two-layer perceptron applied independently to each token in a transformer block; introduces non-linearity and increases model capacity between attention layers.,Applying a 2048→512 MLP to each token to mix channel information post-attention.,
FPNet,feed-forward network (FFN),A two-layer MLP applied to each token in a transformer block. It introduces non-linearity and channel mixing after attention.,Applying a 3072→768 MLP to each token post-attention in ViT-Base.,
PVT,feed-forward network (FFN),"A two-layer fully connected network with a non-linear activation (e.g., GELU), applied independently to each token after MHSA, for per-token transformation.","Each token in Stage 3 is passed through an FFN that first expands its 384-dim embedding to 1,536 dims and then projects back to 384 dims.",
SINet,fetch code,"A short, user-supplied string to retrieve large files (datasets or pretrained models) from shared cloud storage (e.g., Google Drive/Baidu Pan).","To download COD10K‐train, users enter the fetch code djq2 on the Baidu Pan link provided in the README.",
FPNet,few-shot learning,Adapting a pretrained model to new classes or domains using only a handful of labeled examples.,Fine-tuning FPNet on five annotated images of a newly discovered camouflaged frog.,
RFB,final representation,The merged feature map output (after concat and 1×1 conv) of a module ready for detection head input.,RFB’s 512-channel final map is fed into classification and regression layers.,
SINet,fine-grained,"Referring to small-scale, detailed information in an image, such as the thin legs of an insect or minute color variations. Fine-grained modeling is crucial when object and background appearances closely match.",The Identification stage uses fine-grained cues from C3 to recover delicate details like hair-like protrusions on a camouflaged spider.,
PVT,fine-grained image patches,"Small, fixed-size pixel blocks (e.g., 4×4) that are flattened into tokens before feeding into the Transformer encoder.","PVT uses 4×4 patches on a 224×224 image to create (224/4)² = 56² = 3,136 tokens at Stage 1, enabling high-resolution feature extraction.",
FPNet,fine-tuning,The process of adapting a pretrained model to a new task by continuing training on task-specific data. It leverages learned representations while allowing parameters to specialize for camouflaged object patterns.,"Fine-tuning the last 3 ResNet stages on 5,000 labeled COD10K images.",
PVT,fine-tuning,"Continuing training of a pre-trained model on a new task, typically with a smaller learning rate, to adapt features to the target domain.",The PVT backbone is fine-tuned on COCO detection for 12 epochs with a 1× learning schedule.,
RFB,fine-tuning,"Further training of a network initialized from pretrained weights (e.g., ImageNet) on a target task with a lower learning rate to adapt existing features.","After loading ImageNet-trained VGG16, RFBNet is fine-tuned on VOC2007 for 50 epochs with lr=1e-4.",
PVT,flatten operation,Converting each 2D patch (height×width×channels) into a 1D vector by concatenating its values. This prepares the patch for linear projection into the embedding space of the model.,A 4×4 patch with 3 channels is flattened into a 48-element vector before being mapped to a 64-dimensional token embedding.,
FPNet,FLOPs,Floating-point operations required by a network during inference. It quantifies computational overhead introduced by added modules.,Measuring that octave convolution adds 5 GFLOPs on top of the backbone.,
PVT,FLOPs,"Floating-point operations; a measure of computational complexity (e.g., billions of FLOPs) used to compare model efficiency.","PVT-Tiny incurs 1.9 GFLOPs on a 224×224 input, roughly half that of a ResNet-50 (4.1 GFLOPs).",
SINet,Fmeasure_calu,A MATLAB script that computes standard F-measure with user-defined β and adaptive thresholding.,"Running Fmeasure_calu(pred,gt,1) yields an F₁ score of 0.883 for the predicted butterfly mask at the optimal threshold.",
FPNet,focal loss,"A modified version of cross-entropy that down-weights easy examples and focuses training on hard, misclassified pixels. In COD, it helps the model learn subtle object signals buried in background noise.",Using focal loss to emphasize boundary pixels of a camouflaged turtle that are often misclassified.,
SINet,foreground,"The set of pixels in an image belonging to the object(s) of interest, as opposed to the background. In COD, foreground pixels form the camouflaged object mask.","In a leaf-insect image, all pixels covering the insect (legs, body, wings) are considered foreground in SINet’s ground-truth mask.",
FPNet,Fourier transform,"A mathematical transform converting spatial data into frequency components. While FPNet does not explicitly perform a Fourier transform, its frequency-perception module embodies the same principle of decomposing high/low frequencies.",Computing FFT on a 256×256 crop to reveal hidden periodic textures in fabric.,
FPNet,frequency cues,Information obtained by analyzing or filtering features in the frequency domain. They can reveal hidden texture and shape contrasts that are invisible in RGB.,Using high-pass filters to detect subtle vein patterns on a camouflaged toad.,
FPNet,frequency domain,"Representation of image content in terms of sinusoidal components (e.g., low/high frequency). High frequencies capture edges and textures; low frequencies capture overall shapes and illumination gradients.",Applying a Fourier transform to isolate edge information around a hidden insect.,
FPNet,frequency filter bank,"A collection of parallel convolutional kernels that imitate band-pass filters, each isolating a specific spectral band (e.g., low vs. high frequencies) for separate processing.","Using three parallel convolutions to capture low, mid, and high frequency cues around a hidden bird.",
FPNet,frequency perception network (FPNet),A two-stage deep network that fuses RGB features and frequency-domain cues to detect camouflaged objects. FPNet’s first stage generates a coarse mask via a learnable frequency-perception module; the second stage refines boundaries through cross-layer fusion and guided correction.,Using FPNet to spot hidden lizards on forest floor images by first isolating texture cues.,
FPNet,frequency perception network (FPNet),A plug-in block that splits feature maps into learnable high- and low-frequency components. It employs octave convolution to extract texture (high-freq) and contour (low-freq) cues and then fuses them for coarse object localization.,Integrating a drop-in module into ResNet that isolates texture bands for object spotting.,
FPNet,frequency perception network (FPNet),"The plug-and-play block in FPNet’s first (coarse) stage that decomposes backbone features into learnable high- and low-frequency streams via octave convolution, fuses them (with neighbor interaction), and outputs the coarse mask.",Inserting the FPM into a ResNet backbone to isolate texture edges of a camouflaged snake for coarse localization.,
SINet,fully connected (FC) layer,"A neural network layer in which each output neuron is connected to every input neuron, implementing an affine transform followed by a nonlinearity. FC layers are typically used to learn global, high-level relationships.","In the Search Attention (SA) module, SINet’s MLP comprises two FC layers that shrink the 256-channel descriptor to 16 channels and then expand back to 256.",
FPNet,fully connected (FC) layer,"A dense neural network layer where every input node connects to every output node. FC layers are used for tasks requiring global context integration, such as generating channel weights or final classification scores.",Using an FC layer to predict per-channel gating weights from pooled features.,
